title,price,location,beds,baths,area,url,property_type,purpose,creation_date
Elegant Farmhouse For Sale,4.5 Crore,"Barki Road, Cantt",2,2,4 Kanal,https://www.zameen.com/Property/cantt_barki_road_elegant_farmhouse_for_sale-52208308-8147-1.html,Farm House,For Sale,2 days ago
Most Beautiful One Kanal Modren Design Luxury Bungalow For Sale At Super Hot Location In Dha Phase 7,7.35 Crore,"DHA Phase 7 - Block S, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_most_beautiful_one_kanal_modren_design_luxury_bungalow_for_sale_at_super_hot_location_in_dha_phase_7-52087490-1626-1.html,House,For Sale,2 days ago
HARAM ESTATE & BUILDERS OFFERS ONE KANAL IN THE HEART OF DHA NEAR CARREFOUR WITH BASEMENT AT VERY HOT LOCATION,7.65 Crore,"DHA Phase 7 - Block U, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_haram_estate_builders_offers_one_kanal_in_the_heart_of_dha_near_carrefour_with_basement_at_very_hot_location-54094754-1628-1.html,House,For Sale,2 days ago
"Prime Location 5 Marla House For Sale In Park View City, Lahore",1.6 Crore,"Park View City, Lahore",4,4,5 Marla,https://www.zameen.com/Property/lahore_park_view_city_prime_location_5_marla_house_for_sale_in_park_view_city_lahore-50656512-1466-1.html,House,For Sale,2 days ago
Modern Town Houses On Easy Installments Plan At Ideal Location of Lahore In Union Town,99 Lakh,"Union Town, Abdul Sattar Edhi Road",2,2,4 Marla,https://www.zameen.com/Property/abdul_sattar_edhi_road_union_town_modern_town_houses_on_easy_installments_plan_at_ideal_location_of_lahore_in_union_town-54005407-22196-1.html,House,For Sale,2 days ago
100% ORIGNAL KANAL ULTRA MODERN SUPER LUXURY BUNGALOW FOR SALE ON TOP LACTION,9 Crore,"DHA Phase 6 - Block C, DHA Phase 6",7,7,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_c_100_orignal_kanal_ultra_modern_super_luxury_bungalow_for_sale_on_top_laction-53910475-1612-1.html,House,For Sale,1 day ago
2 KANAL FULLY FURNISHED THEATRE ULTRA MODERN DESIGN BUNGALOW Available For Sale In Phase 5 Dha Lahore,24.5 Crore,"DHA Phase 7, DHA Defence",6,7,2 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_2_kanal_fully_furnished_theatre_ultra_modern_design_bungalow_available_for_sale_in_phase_5_dha_lahore-54409960-1450-1.html,House,For Sale,1 day ago
5 Marla Value to Money Modern House Available For Sale IN DHA Phase 9 Town,2.65 Crore,"DHA 9 Town, DHA Defence",4,6,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_value_to_money_modern_house_available_for_sale_in_dha_phase_9_town-54410205-1452-1.html,House,For Sale,1 day ago
100 Percent Original Ad Brand New 20-Marla Modern Marvel Elegant Bungalow For Sale At Super Hot Location,12.1 Crore,"DHA Phase 6 - Block N, DHA Phase 6",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_n_100_percent_original_ad_brand_new_20-marla_modern_marvel_elegant_bungalow_for_sale_at_super_hot_location-54225603-1622-1.html,House,For Sale,1 day ago
Most Beautiful Eye Catching One Kanal House With Basement Furnished Plus Swimming Pool In DHA Phase 7 For Sale Near To Big Park,12.45 Crore,"DHA Phase 7, DHA Defence",6,7,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_most_beautiful_eye_catching_one_kanal_house_with_basement_furnished_plus_swimming_pool_in_dha_phase_7_for_sale_near_to_big_park-54271239-1450-1.html,House,For Sale,1 day ago
1 Kanal Top Quality Build Luxurious Beautiful Victorian Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,7.22 Crore,"DHA Phase 7 - Block W, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_w_1_kanal_top_quality_build_luxurious_beautiful_victorian_design_villa_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-53235299-1630-1.html,House,For Sale,10 hours ago
"1 Kanal Fully Furnished, Fully Basement House DHA Phase 7, Lahore. Near Dha Raya , Near Park",15.5 Crore,"DHA Phase 7 - Block W, DHA Phase 7",7,7,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_w_1_kanal_fully_furnished_fully_basement_house_dha_phase_7_lahore_near_dha_raya_near_park-54252540-1630-1.html,House,For Sale,10 hours ago
5 Marla house for sale in nasheman Iqbal phase 2 Lahore,2.3 Crore,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",5,6,5 Marla,https://www.zameen.com/Property/nasheman_e_iqbal_nasheman-e-iqbal_phase_2_5_marla_house_for_sale_in_nasheman_iqbal_phase_2_lahore-54346091-4071-1.html,House,For Sale,9 hours ago
TIMELESS BEAUTY -MAJESTIC 2 KANAL HOME FOR ELITE LIVING,52.5 Crore,"DHA Phase 6, DHA Defence",7,7,2 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_timeless_beauty_-majestic_2_kanal_home_for_elite_living-52411189-1448-1.html,House,For Sale,9 hours ago
100%Org Add Full Basement Dream Big - Premium 2 Kanal With Top-Class Features,35 Crore,"DHA Phase 6 - Block K, DHA Phase 6",6,7,2 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_100_org_add_full_basement_dream_big_-_premium_2_kanal_with_top-class_features-52411060-1619-1.html,House,For Sale,9 hours ago
Stunning-Bungalow-With-Modern-Amenities!,27.5 Crore,"DHA Phase 7, DHA Defence",6,7,2 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_stunning-bungalow-with-modern-amenities-52527112-1450-1.html,House,For Sale,9 hours ago
1 Kanal House In DHA Phase 7 Is Available,7.9 Crore,"DHA Phase 7, DHA Defence",6,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_house_in_dha_phase_7_is_available-53276156-1450-1.html,House,For Sale,9 hours ago
1 Kanal Brand New House For Sale In Sector C Bahria Town Lahore,5.8 Crore,"Bahria Town - Iris Block, Bahria Town - Sector C",5,6,1 Kanal,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_iris_block_1_kanal_brand_new_house_for_sale_in_sector_c_bahria_town_lahore-54268111-1787-1.html,House,For Sale,8 hours ago
5 Marla Brand New Luxury Modern House For Sale In Sector F Shershah Block Excellent Location Bahria Town Lahore,2.5 Crore,"Bahria Town - Shershah Block, Bahria Town - Sector F",3,4,5 Marla,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_shershah_block_5_marla_brand_new_luxury_modern_house_for_sale_in_sector_f_shershah_block_excellent_location_bahria_town_lahore-54268110-8397-1.html,House,For Sale,8 hours ago
DHA Lahore Phase 9 Town 5Marla Brand New Modern House available for sale reasonable price,3.15 Crore,"DHA 9 Town - Block C, DHA 9 Town",N/A,N/A,5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_c_dha_lahore_phase_9_town_5marla_brand_new_modern_house_available_for_sale_reasonable_price-54287179-8175-1.html,House,For Sale,8 hours ago
10 MARLA BRAND NEW ULTRA LUXURY MODERN HOUSE FOR SALE IN JANIPER BLOCK BAHRIA TOWN LAHORE,4.5 Crore,"Bahria Town - Janiper Block, Bahria Town - Sector C",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_janiper_block_10_marla_brand_new_ultra_luxury_modern_house_for_sale_in_janiper_block_bahria_town_lahore-54268109-1792-1.html,House,For Sale,8 hours ago
12 MARLA CORNER BRAND NEW LUXURY MODERN HOUSE FOR SALE IN SECTOR E RAFI BLOCK BAHRIA TOWN LAHORE,5.8 Crore,"Bahria Town - Rafi Block, Bahria Town - Sector E",5,5,12 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_12_marla_corner_brand_new_luxury_modern_house_for_sale_in_sector_e_rafi_block_bahria_town_lahore-54268107-1803-1.html,House,For Sale,8 hours ago
12 MARLA CORNER BRAND NEW LUXURY MODERN HOUSE FOR SALE IN SECTOR C GULBAHR BLOCK BAHRIA TOWN LAHORE,4.9 Crore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",5,6,12 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_gulbahar_block_12_marla_corner_brand_new_luxury_modern_house_for_sale_in_sector_c_gulbahr_block_bahria_town_lahore-54268105-1793-1.html,House,For Sale,8 hours ago
10 MARLA BRAND NEW ULTRA LUXURY MODERN HOUSE FOR SALE IN SECTOR C BLOCK BAHRIA TOWN LAHORE,3.8 Crore,"Bahria Town - Sector C, Bahria Town",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_10_marla_brand_new_ultra_luxury_modern_house_for_sale_in_sector_c_block_bahria_town_lahore-54227407-1784-1.html,House,For Sale,8 hours ago
12 MARLA CORNER BRAND NEW LUXURY MODERN HOUSE FOR SALE IN SECTOR E RAFAI BLOCK BAHRIA TOWN LAHORE,7 Crore,"Bahria Town - Rafi Block, Bahria Town - Sector E",5,6,12 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_12_marla_corner_brand_new_luxury_modern_house_for_sale_in_sector_e_rafai_block_bahria_town_lahore-54165726-1803-1.html,House,For Sale,8 hours ago
"10 Marla Residential House For Sale in Jasmine Block with Gas, Nearby Commercial Market, School, Mosque and Health Care Canter",2.8 Crore,"Bahria Town - Jasmine Block, Bahria Town - Sector C",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_10_marla_residential_house_for_sale_in_jasmine_block_with_gas_nearby_commercial_market_school_mosque_and_health_care_canter-54122762-1786-1.html,House,For Sale,2 days ago
Full FURNISHED With Solar installed 1 KANAL BRAND NEW MODERN DESIGNER HOUSE FOR SALE IN PHASE 6 C BLOCK,9.34 Crore,"DHA Phase 6 - Block C, DHA Phase 6",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_c_full_furnished_with_solar_installed_1_kanal_brand_new_modern_designer_house_for_sale_in_phase_6_c_block-53316067-1612-1.html,House,For Sale,2 days ago
Asad Afzal Designed 10-Marla Brand New House For Sale At Hot Location Near Park Commercial,4.79 Crore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",4,5,10 Marla,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_asad_afzal_designed_10-marla_brand_new_house_for_sale_at_hot_location_near_park_commercial-54148345-407-1.html,House,For Sale,2 days ago
DESIRE HOMES OFFERS KANAL MODERN BUNGALOW FOR SALE NEAR RAYA,7.75 Crore,"DHA Phase 7 - Block U, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_desire_homes_offers_kanal_modern_bungalow_for_sale_near_raya-54046216-1628-1.html,House,For Sale,2 days ago
DESIRE HOMES OFFERS KANAL ELEGANT BUNGALOW FOR SALE,9.25 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_desire_homes_offers_kanal_elegant_bungalow_for_sale-53961630-1448-1.html,House,For Sale,2 days ago
"5 Marla Ultra Modern Design House Available for Sale, in Central Park housing scheme Lahore.",2.4 Crore,"Central Park Housing Scheme, Lahore",4,5,5 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_5_marla_ultra_modern_design_house_available_for_sale_in_central_park_housing_scheme_lahore-54446886-1013-1.html,House,For Sale,1 day ago
10 Marla House Available For Sale on Investors Rate -Central Park Housing Scheme Lahore.,3.25 Crore,"Central Park Housing Scheme, Lahore",5,6,10 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_10_marla_house_available_for_sale_on_investors_rate_-central_park_housing_scheme_lahore-54447098-1013-1.html,House,For Sale,1 day ago
5 Marla Brand New House Available for Sale Park View City Lahore,2.4 Crore,"Park View City - Jade Extension Block, Park View City",4,4,5 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_jade_extension_block_5_marla_brand_new_house_available_for_sale_park_view_city_lahore-54447056-16242-1.html,House,For Sale,2 days ago
10 MARLA LUXRY HOUSE FORSALE NEAR DHA RAYA,4.5 Crore,"DHA Phase 7, DHA Defence",5,6,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_luxry_house_forsale_near_dha_raya-54066018-1450-1.html,House,For Sale,2 days ago
5 Marla Modern Design House Available For Sale In DHA Very Affordable Price,2.45 Crore,"DHA 9 Town, DHA Defence",3,5,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_modern_design_house_available_for_sale_in_dha_very_affordable_price-54065940-1452-1.html,House,For Sale,2 days ago
"One Kanal Friendly Budget Semi Furnished House DHA Phase 7 , Lahore. Near Dha Raya , Near Park",7.7 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_one_kanal_friendly_budget_semi_furnished_house_dha_phase_7_lahore_near_dha_raya_near_park-54439195-1450-1.html,House,For Sale,10 hours ago
"01 Kanal Semi Furnished House DHA Phase 7 , Lahore. Near Mosque, Near Park",9.9 Crore,"DHA Phase 7 - Block U, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_01_kanal_semi_furnished_house_dha_phase_7_lahore_near_mosque_near_park-54439129-1628-1.html,House,For Sale,10 hours ago
100 % Original Picture One Kanal Eye Catching superb Luxury Bungalow Near DHA Raya At Top Location In DHA Lahore,14.25 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_100_original_picture_one_kanal_eye_catching_superb_luxury_bungalow_near_dha_raya_at_top_location_in_dha_lahore-52968636-1448-1.html,House,For Sale,9 hours ago
Facing park Stunning 20 Marla Modern Bungalow | Prime Spot,8.75 Crore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",5,7,1 Kanal,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_facing_park_stunning_20_marla_modern_bungalow_prime_spot-53033219-407-1.html,House,For Sale,9 hours ago
4 Marla Double Story Corner House For Sale,2.25 Crore,"Samanabad, Lahore",3,3,4 Marla,https://www.zameen.com/Property/lahore_samanabad_4_marla_double_story_corner_house_for_sale-53434489-377-1.html,House,For Sale,9 hours ago
3 Marla Double Storey Brand New Luxury House For Sale,1.35 Crore,"Canal Bank Housing Scheme, Lahore",3,3,3 Marla,https://www.zameen.com/Property/lahore_canal_bank_housing_scheme_3_marla_double_storey_brand_new_luxury_house_for_sale-54278436-9354-1.html,House,For Sale,9 hours ago
6 Marla Double Storey House For Sale,3.8 Crore,"Samanabad, Lahore",5,6,6 Marla,https://www.zameen.com/Property/lahore_samanabad_6_marla_double_storey_house_for_sale-53819944-377-1.html,House,For Sale,9 hours ago
10 MARLA BRAND NEW ULTRA LUXURY MODERN HOUSE FOR SALE IN OVERSEAS B BLOCK BAHRIA TOWN LAHORE,5.9 Crore,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_10_marla_brand_new_ultra_luxury_modern_house_for_sale_in_overseas_b_block_bahria_town_lahore-54227267-1813-1.html,House,For Sale,8 hours ago
"10 Marla Brand New Ultra Luxury Modern House For Sale, Heighted Sector C Bahria Town Lahore",4.7 Crore,"Bahria Town - Sector C, Bahria Town",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_10_marla_brand_new_ultra_luxury_modern_house_for_sale_heighted_sector_c_bahria_town_lahore-54268120-1784-1.html,House,For Sale,8 hours ago
1 Kana Reasonable Price Slightly Use Beautiful House For Sale In Bahria Town Lahore Overseas B Block Very Prime Location,7.3 Crore,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",5,6,1 Kanal,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_1_kana_reasonable_price_slightly_use_beautiful_house_for_sale_in_bahria_town_lahore_overseas_b_block_very_prime_location-54268119-1813-1.html,House,For Sale,8 hours ago
10 Marla Beautiful House For Sale In Sector F Quaid Block Excellent Location,3.2 Crore,"Bahria Town - Quaid Block, Bahria Town - Sector E",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_quaid_block_10_marla_beautiful_house_for_sale_in_sector_f_quaid_block_excellent_location-54268118-1808-1.html,House,For Sale,8 hours ago
DHA Phase 6 E block 5Marla Brand New Modern Design House For Sale,3.25 Crore,"DHA Phase 6 - Block E, DHA Phase 6",3,4,5 Marla,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_e_dha_phase_6_e_block_5marla_brand_new_modern_design_house_for_sale-54306039-1614-1.html,House,For Sale,8 hours ago
1 Kanal Brand New House for Sale in DHA Phase 7,7.5 Crore,"DHA Phase 7, DHA Defence",4,4,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_brand_new_house_for_sale_in_dha_phase_7-54452424-1450-1.html,House,For Sale,8 hours ago
12 MARLA CORNER BRAND NEW LUXURY MODERN HOUSE FOR SALE IN SECTOR E BLOCK BAHRIA TOWN LAHORE,4.9 Crore,"Bahria Town - Sector E, Bahria Town",5,6,12 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_12_marla_corner_brand_new_luxury_modern_house_for_sale_in_sector_e_block_bahria_town_lahore-54268116-1802-1.html,House,For Sale,8 hours ago
10 MARLA BRAND NEW ULTRA LUXURY MODERN HOUSE FOR SALE IN NARGIS BLOCK BAHRIA TOWN LAHORE,3.8 Crore,"Bahria Town - Nargis Block, Bahria Town - Sector C",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_nargis_block_10_marla_brand_new_ultra_luxury_modern_house_for_sale_in_nargis_block_bahria_town_lahore-54268115-1791-1.html,House,For Sale,8 hours ago
5 Marla Brand New Ultra Modern Design House For Sale In DHA RAHBAR Phase 11 Sector 2,2.9 Crore,"DHA 11 Rahbar Sector 2, DHA 11 Rahbar",3,4,5 Marla,https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_sector_2_5_marla_brand_new_ultra_modern_design_house_for_sale_in_dha_rahbar_phase_11_sector_2-54444181-3717-1.html,House,For Sale,2 days ago
10-Marla Double Hight Lobby Modern House For Sale Near Carefour Macdonald Raya Fairways,4.99 Crore,"DHA Phase 7, DHA Defence",4,5,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_7_10-marla_double_hight_lobby_modern_house_for_sale_near_carefour_macdonald_raya_fairways-54152283-1450-1.html,House,For Sale,2 days ago
Cantt 12 Marla House On Prime Location,5.5 Crore,"Cantt, Lahore",5,5,12 Marla,https://www.zameen.com/Property/lahore_cantt_cantt_12_marla_house_on_prime_location-54207389-427-1.html,House,For Sale,2 days ago
Net Metering Solar System Installed 1 Kanal Double Unit House For Sale In DHA Phase 7 At A Top Location,9.1 Crore,"DHA Phase 7 - Block T, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_t_net_metering_solar_system_installed_1_kanal_double_unit_house_for_sale_in_dha_phase_7_at_a_top_location-54402275-1627-1.html,House,For Sale,2 days ago
One Kanal Modren House For Sale,9 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_one_kanal_modren_house_for_sale-54408142-1450-1.html,House,For Sale,2 days ago
1 Kanal Ultra-Modern Bungalow For Sale DHA Phase 6,8.75 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_ultra-modern_bungalow_for_sale_dha_phase_6-54417728-1448-1.html,House,For Sale,2 days ago
1 KANAL EXTRA ORDINARY LUXURY FULLY FURNISHED HOUSE WITH BASEMENT URGENT FOR SALE,12 Crore,"Bahria Town - Tulip Block, Bahria Town - Sector C",6,7,1 Kanal,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_tulip_block_1_kanal_extra_ordinary_luxury_fully_furnished_house_with_basement_urgent_for_sale-54446785-1789-1.html,House,For Sale,2 days ago
Brand New 13 Marla Corner House Available for Sale in Bahria Orchard Phase 2,3.55 Crore,"Bahria Orchard Phase 2, Bahria Orchard",6,6,13 Marla,https://www.zameen.com/Property/bahria_orchard_bahria_orchard_phase_2_brand_new_13_marla_corner_house_available_for_sale_in_bahria_orchard_phase_2-54436176-8236-1.html,House,For Sale,2 days ago
"10 Marla Luxurious House for Sale in Bahria Town Lahore, Jasmine Block",2.78 Crore,"Bahria Town - Jasmine Block, Bahria Town - Sector C",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_10_marla_luxurious_house_for_sale_in_bahria_town_lahore_jasmine_block-54446670-1786-1.html,House,For Sale,2 days ago
One Kanal Brand New Modern Ultra Luxury Supreme Location House In DHA Lahore,9.75 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_one_kanal_brand_new_modern_ultra_luxury_supreme_location_house_in_dha_lahore-54079918-1448-1.html,House,For Sale,2 days ago
"01 Kanal Semi Furnished House DHA Phase 7 , Lahore. Near Mosque, Near Park",9.9 Crore,"DHA Phase 7 - Block U, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_01_kanal_semi_furnished_house_dha_phase_7_lahore_near_mosque_near_park-54439129-1628-1.html,House,For Sale,10 hours ago
"01 Kanal Fully Furnished ,Slightly Used House DHA Phase 6 , Lahore. Near Dha Raya , Near Park",11.5 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_01_kanal_fully_furnished_slightly_used_house_dha_phase_6_lahore_near_dha_raya_near_park-54439037-1448-1.html,House,For Sale,10 hours ago
10 Marla House For Sale,7 Crore,"Samanabad, Lahore",6,7,10 Marla,https://www.zameen.com/Property/lahore_samanabad_10_marla_house_for_sale-53700959-377-1.html,House,For Sale,9 hours ago
2.5 Marla Double Storey New House For Sale,1.35 Crore,"Samanabad, Lahore",3,3,2.5 Marla,https://www.zameen.com/Property/lahore_samanabad_2_5_marla_double_storey_new_house_for_sale-53987749-377-1.html,House,For Sale,9 hours ago
3 Marla Double Storey House For Sale,1.15 Crore,"Samanabad, Lahore",3,3,3 Marla,https://www.zameen.com/Property/lahore_samanabad_3_marla_double_storey_house_for_sale-54001292-377-1.html,House,For Sale,9 hours ago
2 Marla Triple Storey House For Sale,90 Lakh,"Samanabad, Lahore",4,3,2 Marla,https://www.zameen.com/Property/lahore_samanabad_2_marla_triple_storey_house_for_sale-54256327-377-1.html,House,For Sale,9 hours ago
3 Marla House Available For Sale In A Block Al Kabir Town Phase 2 Raiwnid Road Lahore,1.36 Crore,"Al-Kabir Town - Phase 2, Al-Kabir Town",3,4,3 Marla,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_3_marla_house_available_for_sale_in_a_block_al_kabir_town_phase_2_raiwnid_road_lahore-53975284-11704-1.html,House,For Sale,9 hours ago
12 MARLA CORNER BRAND NEW LUXURY MODERN HOUSE FOR SALE IN SECTOR E BLOCK BAHRIA TOWN LAHORE,4.9 Crore,"Bahria Town - Sector E, Bahria Town",5,6,12 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_12_marla_corner_brand_new_luxury_modern_house_for_sale_in_sector_e_block_bahria_town_lahore-54268116-1802-1.html,House,For Sale,8 hours ago
10 MARLA BRAND NEW ULTRA LUXURY MODERN HOUSE FOR SALE IN NARGIS BLOCK BAHRIA TOWN LAHORE,3.8 Crore,"Bahria Town - Nargis Block, Bahria Town - Sector C",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_nargis_block_10_marla_brand_new_ultra_luxury_modern_house_for_sale_in_nargis_block_bahria_town_lahore-54268115-1791-1.html,House,For Sale,8 hours ago
10 Marla Brand New Ultra Luxury Modern House For Sale In Sector C jasmine block Excellent Location Bharia Town Lahore,5.95 Crore,"Bahria Town - Jasmine Block, Bahria Town - Sector C",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_10_marla_brand_new_ultra_luxury_modern_house_for_sale_in_sector_c_jasmine_block_excellent_location_bharia_town_lahore-54268114-1786-1.html,House,For Sale,8 hours ago
10 MARLA BRAND NEW ULTRA LUXURY MODERN HOUSE FOR SALE IN OVERSEASE B BLOCK BAHRIA TOWN LAHORE,4.1 Crore,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",5,6,10 Marla,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_10_marla_brand_new_ultra_luxury_modern_house_for_sale_in_oversease_b_block_bahria_town_lahore-54268113-1813-1.html,House,For Sale,8 hours ago
5 Marla Brand New Ultra Luxury Modren House House For Sale In Sector E Bahria Town Lahore,2.7 Crore,"Bahria Town - Jinnah Extension Block, Bahria Town - Sector E",3,4,5 Marla,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_extension_block_5_marla_brand_new_ultra_luxury_modren_house_house_for_sale_in_sector_e_bahria_town_lahore-54332708-17545-1.html,House,For Sale,8 hours ago
12 Marla Corner Used Fully Renovated House For Sale In Sector C janiper Block Bahria Town Lahore,4.2 Crore,"Bahria Town - Janiper Block, Bahria Town - Sector C",5,6,12 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_janiper_block_12_marla_corner_used_fully_renovated_house_for_sale_in_sector_c_janiper_block_bahria_town_lahore-54335798-1792-1.html,House,For Sale,8 hours ago
10.88 Marla Brand New Ultr Luxury Modren House For Sale In Sector C Gulbhar Block Bahria Town Lahore,6.5 Crore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",5,6,10.9 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_gulbahar_block_10_88_marla_brand_new_ultr_luxury_modren_house_for_sale_in_sector_c_gulbhar_block_bahria_town_lahore-54401715-1793-1.html,House,For Sale,8 hours ago
5 Marla Brand New Ultra Luxury Modren Fully Furnshied House For Sale In Sector D BB Block Very Hot Location Bahria Town Lahore,2.8 Crore,"Bahria Town - Block BB, Bahria Town - Sector D",3,5,5 Marla,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_bb_5_marla_brand_new_ultra_luxury_modren_fully_furnshied_house_for_sale_in_sector_d_bb_block_very_hot_location_bahria_town_lahore-54419539-1798-1.html,House,For Sale,8 hours ago
One Kanal Brand New Designer Semi Furnished House For Sale DHA Phase 7 Nearest Defence Raya,8.45 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_one_kanal_brand_new_designer_semi_furnished_house_for_sale_dha_phase_7_nearest_defence_raya-54416892-1450-1.html,House,For Sale,2 days ago
12 Marla Brand New House For Sale In Lake City Raiwind Road Lahore,6 Crore,"Lake City, Raiwind Road",6,6,12 Marla,https://www.zameen.com/Property/raiwind_road_lake_city_12_marla_brand_new_house_for_sale_in_lake_city_raiwind_road_lahore-53952241-1103-1.html,House,For Sale,2 days ago
